sample,0_10,10_20,20_30,30_40,40_50,50_60,60_70,70_80,80_90,90_100,100_110,110_120,120_130,130_140,140_150,150_160,160_170,170_180,180_190,190_200,200_210,210_220,220_230,230_240,240_250,250_260,260_270,270_280,280_290,290_300,300_310,310_320,320_330,330_340,340_350,350_360,360_370,370_380,380_390,390_400,400_410,410_420,420_430,430_440,440_450,450_460,460_470,470_480,480_490,490_500,500_510,510_520,520_530,530_540,540_550,550_560,560_570,570_580,580_590,590_600,600_610,610_620,620_630,630_640,640_650,650_660,660_670,670_680,680_690,690_700,700_710,710_720,720_730,730_740,740_750,750_760,760_770,770_780,780_790,790_800,800_810,810_820,820_830,830_840,840_850,850_860,860_870,870_880,880_890,890_900,900_910,910_920,920_930,930_940,940_950,950_960,960_970,970_980,980_990,990_1000,1000_1010,1010_1020,1020_1030,1030_1040,1040_1050,1050_1060,1060_1070,1070_1080,1080_1090,1090_1100,1100_1110,1110_1120,1120_1130,1130_1140,1140_1150,1150_1160,1160_1170,1170_1180,1180_1190,1190_1200,1200_1210,1210_1220,1220_1230,1230_1240,1240_1250,1250_1260,1260_1270,1270_1280,1280_1290,1290_1300,1300_1310,1310_1320,1320_1330,1330_1340,1340_1350,1350_1360,1360_1370,1370_1380,1380_1390,1390_1400,1400_1410,1410_1420,1420_1430,1430_1440,1440_1450,1450_1460,1460_1470,1470_1480,1480_1490,1490_1500,1500_1510,1510_1520,1520_1530,1530_1540,1540_1550,1550_1560,1560_1570,1570_1580,1580_1590,1590_1600,1600_1610,1610_1620,1620_1630,1630_1640,1640_1650,1650_1660,1660_1670,1670_1680,1680_1690,1690_1700,1700_1710,1710_1720,1720_1730,1730_1740,1740_1750,1750_1760,1760_1770,1770_1780,1780_1790,1790_1800,1800_1810,1810_1820,1820_1830,1830_1840,1840_1850,1850_1860,1860_1870,1870_1880,1880_1890,1890_1900,1900_1910,1910_1920,1920_1930,1930_1940,1940_1950,1950_1960,1960_1970,1970_1980,1980_1990,1990_2000
Schlei_S2,6.165,2.539,1.453,1.311,1.207,1.038,0.8960000000000001,0.8230000000000001,0.834,0.9029999999999999,1.04,1.29,1.4120000000000001,1.6320000000000001,1.861,1.952,2.198,2.262,2.354,2.513,2.393,2.628,2.548,2.446,2.585,2.4810000000000003,2.387,2.37,2.309,2.229,2.1550000000000002,2.0439999999999996,1.98,1.922,1.866,1.693,1.623,1.58,1.5390000000000001,1.49,1.262,1.233,1.2029999999999998,1.174,1.149,0.992,0.8869999999999999,0.868,0.85,0.8320000000000001,0.817,0.716,0.588,0.5780000000000001,0.567,0.557,0.547,0.537,0.462,0.359,0.354,0.347,0.341,0.337,0.33,0.327,0.271,0.198,0.198,0.193,0.189,0.188,0.186,0.184,0.179,0.149,0.093,0.093,0.09,0.089,0.089,0.088,0.086,0.086,0.086,0.08,0.034,0.032,0.032,0.032,0.031,0.031,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.024,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.007000000000000001,0.007000000000000001,0.007000000000000001,0.007000000000000001,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
Schlei_S22,13.48,13.156,12.612,12.576,11.556000000000001,9.690000000000001,7.6739999999999995,5.854,4.33,3.1439999999999997,2.1719999999999997,1.386,1.004,0.6,0.366,0.21800000000000003,0.10600000000000001,0.05,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schlei_S23,46.769999999999996,19.032999999999998,10.902,7.267,4.909000000000001,3.3619999999999997,2.247,1.5150000000000001,1.0070000000000001,0.666,0.414,0.23900000000000002,0.16099999999999998,0.082,0.033999999999999996,0.003,0.001,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.023,0.022,0.022,0.034999999999999996,0.039,0.038,0.037,0.049,0.047,0.045,0.043,0.051000000000000004,0.051000000000000004,0.047,0.045,0.044,0.047,0.044,0.043,0.043,0.040999999999999995,0.039,0.037,0.036,0.036,0.033999999999999996,0.033,0.028000000000000004,0.024,0.024,0.023,0.023,0.023,0.023,0.02,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.006,0.006,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schlei_S24,27.449,11.388,5.458,3.193,2.221,1.876,1.794,1.781,1.779,1.763,1.7429999999999999,1.721,1.641,1.589,1.5230000000000001,1.454,1.3960000000000001,1.333,1.272,1.223,1.163,1.1199999999999999,1.0699999999999998,1.026,0.9790000000000001,0.9410000000000001,0.905,0.857,0.8230000000000001,0.795,0.767,0.709,0.689,0.6679999999999999,0.649,0.591,0.569,0.554,0.538,0.524,0.458,0.44699999999999995,0.43600000000000005,0.426,0.418,0.373,0.33999999999999997,0.33399999999999996,0.327,0.32,0.315,0.281,0.24300000000000002,0.24,0.23399999999999999,0.22999999999999998,0.22599999999999998,0.22200000000000003,0.196,0.164,0.157,0.156,0.155,0.151,0.149,0.146,0.126,0.097,0.096,0.096,0.094,0.093,0.091,0.09,0.09,0.074,0.05,0.049,0.049,0.049,0.046,0.045,0.045,0.045,0.045,0.043,0.027000000000000003,0.027000000000000003,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.025,0.025,0.024,0.024,0.023,0.023,0.021,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.016999999999999998,0.016999999999999998,0.016999999999999998,0.016999999999999998,0.015,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.012,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.009999999999999998,0.009999999999999998,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006,0.006,0.006,0.006,0.006,0.006,0.006
Schlei_S25,29.099333333333334,24.37,15.769333333333332,9.898666666666667,6.260000000000001,4.196666666666667,2.8553333333333333,2.0233333333333334,1.4520000000000002,1.058,0.7593333333333334,0.5286666666666666,0.4106666666666667,0.2886666666666667,0.20866666666666667,0.15866666666666665,0.11000000000000001,0.08466666666666667,0.066,0.04533333333333334,0.04133333333333333,0.02333333333333333,0.020666666666666667,0.019333333333333334,0.012666666666666666,0.012,0.012,0.006666666666666667,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0013333333333333333,0.0013333333333333333,0.0013333333333333333,0.0013333333333333333,0.0013333333333333333,0.002,0.002,0.002,0.002,0.002,0.0026666666666666666,0.0026666666666666666,0.0026666666666666666,0.0026666666666666666,0.0026666666666666666,0.0026666666666666666,0.0026666666666666666,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0026666666666666666,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0026666666666666666,0.0026666666666666666,0.0026666666666666666,0.0026666666666666666,0.0026666666666666666,0.0026666666666666666,0.0026666666666666666,0.0026666666666666666,0.0026666666666666666,0.0026666666666666666,0.0026666666666666666,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0013333333333333333,0.0013333333333333333,0.0013333333333333333,0.0013333333333333333,0.0013333333333333333,0.0013333333333333333,0.0013333333333333333,0.0013333333333333333,0.0013333333333333333,0.0013333333333333333,0.0013333333333333333,0.0013333333333333333,0.0013333333333333333,0.0006666666666666666,0.0006666666666666666,0.0006666666666666666,0.0006666666666666666,0.0006666666666666666,0.0006666666666666666,0.0006666666666666666,0.0006666666666666666,0.0006666666666666666,0.0006666666666666666,0.0006666666666666666,0.0006666666666666666,0.0006666666666666666,0.0006666666666666666,0.0006666666666666666,0.0006666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schlei_S26,14.769,4.9350000000000005,2.541,1.7890000000000001,1.437,1.261,1.186,1.155,1.16,1.1789999999999998,1.222,1.31,1.319,1.378,1.4369999999999998,1.4369999999999998,1.504,1.4969999999999999,1.505,1.543,1.468,1.551,1.499,1.437,1.501,1.443,1.388,1.4,1.3699999999999999,1.326,1.282,1.278,1.238,1.202,1.168,1.131,1.101,1.0699999999999998,1.044,1.0150000000000001,0.952,0.93,0.907,0.8879999999999999,0.867,0.808,0.766,0.751,0.7350000000000001,0.72,0.705,0.657,0.598,0.587,0.576,0.5660000000000001,0.5549999999999999,0.548,0.504,0.44299999999999995,0.437,0.43100000000000005,0.421,0.417,0.41,0.40199999999999997,0.364,0.313,0.308,0.30300000000000005,0.298,0.29500000000000004,0.292,0.288,0.28300000000000003,0.258,0.211,0.20700000000000002,0.205,0.203,0.199,0.198,0.194,0.193,0.19,0.186,0.13599999999999998,0.13399999999999998,0.13199999999999998,0.13199999999999998,0.129,0.126,0.126,0.125,0.125,0.121,0.121,0.10500000000000001,0.08,0.079,0.078,0.076,0.076,0.076,0.076,0.075,0.074,0.074,0.074,0.071,0.06999999999999999,0.05500000000000001,0.053000000000000005,0.052000000000000005,0.052000000000000005,0.052000000000000005,0.051000000000000004,0.051000000000000004,0.051000000000000004,0.051000000000000004,0.051000000000000004,0.05,0.05,0.049,0.049,0.048,0.04,0.039,0.039,0.039,0.039,0.038,0.038,0.038,0.038,0.038,0.036,0.036,0.034999999999999996,0.034999999999999996,0.034999999999999996,0.034999999999999996,0.034999999999999996,0.036,0.034,0.033,0.033,0.033,0.032,0.032,0.032,0.032,0.032,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028000000000000004,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.025,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.022
Schlei_S27,33.164,14.241999999999999,11.567,9.934000000000001,8.023,6.162999999999999,4.544,3.308,2.367,1.682,1.149,0.74,0.542,0.33599999999999997,0.217,0.145,0.077,0.043,0.028999999999999998,0.013000000000000001,0.013000000000000001,0.005,0.004,0.004,0.013000000000000001,0.012,0.012,0.029000000000000005,0.032,0.032,0.032,0.045,0.043,0.041999999999999996,0.041,0.049,0.049,0.048,0.046,0.046,0.049,0.047,0.046,0.045,0.043,0.043,0.041,0.041,0.041,0.04,0.039,0.034999999999999996,0.032,0.031,0.031,0.030000000000000006,0.030000000000000006,0.028000000000000004,0.027000000000000003,0.022,0.022,0.02,0.02,0.02,0.019,0.019,0.017,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.013000000000000001,0.013000000000000001,0.012,0.012,0.007000000000000001,0.007000000000000001,0.007000000000000001,0.007000000000000001,0.007000000000000001,0.007000000000000001,0.007000000000000001,0.007000000000000001,0.007000000000000001,0.007000000000000001,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schlei_S3,43.808,17.77,8.654,5.693,4.296,3.3910000000000005,2.678,2.109,1.6510000000000002,1.294,1.0030000000000001,0.7649999999999999,0.634,0.49800000000000005,0.413,0.355,0.30300000000000005,0.272,0.24900000000000003,0.225,0.215,0.205,0.196,0.187,0.182,0.176,0.16799999999999998,0.162,0.156,0.152,0.146,0.134,0.129,0.125,0.123,0.10800000000000001,0.10300000000000001,0.10200000000000001,0.097,0.097,0.078,0.076,0.074,0.073,0.072,0.057999999999999996,0.05,0.049,0.048,0.045,0.045,0.037,0.026000000000000002,0.026000000000000002,0.025,0.023,0.023,0.023,0.019,0.01,0.01,0.01,0.009,0.009,0.009,0.009,0.007000000000000001,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schlei_S30,31.195,9.440000000000001,4.6129999999999995,2.825,2.497,2.721,3.0460000000000003,3.16,3.115,2.945,2.7039999999999997,2.3760000000000003,2.0989999999999998,1.8039999999999998,1.524,1.331,1.099,0.9550000000000001,0.828,0.6859999999999999,0.651,0.523,0.488,0.46699999999999997,0.397,0.382,0.367,0.344,0.32999999999999996,0.32,0.309,0.307,0.29700000000000004,0.288,0.27999999999999997,0.28500000000000003,0.278,0.27,0.264,0.258,0.26,0.252,0.24900000000000003,0.24,0.23700000000000002,0.22999999999999998,0.225,0.22000000000000003,0.215,0.21200000000000002,0.20800000000000002,0.198,0.187,0.186,0.18,0.178,0.176,0.173,0.161,0.146,0.144,0.14100000000000001,0.13999999999999999,0.137,0.136,0.133,0.121,0.10600000000000001,0.10500000000000001,0.10500000000000001,0.10400000000000001,0.10200000000000001,0.1,0.099,0.095,0.088,0.075,0.074,0.074,0.073,0.072,0.072,0.068,0.068,0.067,0.065,0.049,0.049,0.049,0.049,0.049,0.048,0.048,0.048,0.046,0.046,0.045,0.04,0.035,0.035,0.035,0.035,0.035,0.035,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.028000000000000004,0.028000000000000004,0.028000000000000004,0.028000000000000004,0.028000000000000004,0.028000000000000004,0.028000000000000004,0.028000000000000004,0.028000000000000004,0.028000000000000004,0.028000000000000004,0.028000000000000004,0.027000000000000003,0.026000000000000002,0.026000000000000002,0.03,0.03,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028000000000000004,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.03,0.031,0.031,0.031,0.03,0.03,0.03,0.03,0.029000000000000005,0.029000000000000005,0.029000000000000005,0.029000000000000005,0.028000000000000004,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.029000000000000005,0.029000000000000005,0.029000000000000005,0.029000000000000005,0.029000000000000005,0.029000000000000005,0.029000000000000005,0.028000000000000004,0.028000000000000004,0.028000000000000004,0.028000000000000004,0.028000000000000004,0.028000000000000004,0.028000000000000004,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.025,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
Schlei_S31,8.539,3.5155000000000003,2.776,2.415,2.13,2.0260000000000002,2.165,2.4050000000000002,2.6995,2.9595,3.2340000000000004,3.5119999999999996,3.5090000000000003,3.6025,3.5835,3.492,3.3975,3.2625,3.0805,2.9155,2.7735,2.5004999999999997,2.372,2.2655000000000003,1.9245,1.8475000000000001,1.779,1.492,1.371,1.323,1.267,0.959,0.93,0.9025000000000001,0.8765000000000001,0.655,0.599,0.5815,0.568,0.545,0.3625,0.3545,0.34500000000000003,0.3375,0.329,0.2515,0.1975,0.1955,0.19,0.186,0.183,0.151,0.1075,0.1045,0.1025,0.101,0.099,0.098,0.0825,0.059,0.058499999999999996,0.05750000000000001,0.05600000000000001,0.05550000000000001,0.05500000000000001,0.054000000000000006,0.0475,0.0395,0.0385,0.038,0.037,0.036,0.0355,0.0345,0.0345,0.0335,0.0305,0.0305,0.0295,0.0295,0.0295,0.0295,0.028499999999999998,0.027500000000000004,0.027500000000000004,0.027000000000000003,0.028499999999999998,0.028499999999999998,0.028499999999999998,0.027999999999999997,0.027500000000000004,0.027000000000000003,0.026500000000000003,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.025500000000000002,0.026000000000000002,0.025500000000000002,0.025500000000000002,0.025500000000000002,0.025500000000000002,0.025500000000000002,0.025500000000000002,0.025500000000000002,0.025,0.025,0.0235,0.023,0.023,0.023,0.022,0.0215,0.0205,0.0205,0.0205,0.0205,0.02,0.02,0.0195,0.0195,0.0195,0.019,0.019,0.019,0.019,0.0185,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0155,0.015,0.015,0.015,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.013500000000000002,0.013500000000000002,0.013500000000000002,0.013500000000000002,0.0125,0.012,0.012,0.012,0.012,0.012,0.0115,0.0115,0.0115,0.0115,0.0115,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.010499999999999999,0.010499999999999999,0.010499999999999999,0.010499999999999999,0.010499999999999999,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008
Schlei_S5,1.4529999999999998,0.859,0.615,0.64,0.642,0.599,0.581,0.608,0.692,0.8089999999999999,0.982,1.253,1.385,1.6149999999999998,1.8519999999999999,1.9489999999999998,2.213,2.283,2.391,2.572,2.447,2.726,2.649,2.544,2.7359999999999998,2.6260000000000003,2.5300000000000002,2.5509999999999997,2.498,2.41,2.334,2.262,2.192,2.127,2.065,1.9120000000000001,1.839,1.7899999999999998,1.7429999999999999,1.691,1.466,1.43,1.396,1.363,1.333,1.166,1.0530000000000002,1.0310000000000001,1.011,0.991,0.9709999999999999,0.858,0.718,0.703,0.6900000000000001,0.678,0.666,0.653,0.567,0.445,0.441,0.43200000000000005,0.425,0.42000000000000004,0.41200000000000003,0.40599999999999997,0.33999999999999997,0.252,0.252,0.248,0.242,0.242,0.238,0.23199999999999998,0.231,0.194,0.13,0.13,0.128,0.127,0.125,0.122,0.12,0.12,0.118,0.11499999999999999,0.05600000000000001,0.05600000000000001,0.05600000000000001,0.05500000000000001,0.054000000000000006,0.054000000000000006,0.053000000000000005,0.049,0.049,0.049,0.048,0.04,0.025,0.025,0.025,0.025,0.024,0.024,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.014000000000000002,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.014000000000000002,0.014000000000000002,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012
Schlei_S8,33.937,16.951,10.481,7.709999999999999,5.978,4.689,3.656,2.8649999999999998,2.2510000000000003,1.781,1.3980000000000001,1.081,0.9019999999999999,0.717,0.586,0.49800000000000005,0.40800000000000003,0.35300000000000004,0.311,0.263,0.25,0.207,0.195,0.186,0.158,0.152,0.147,0.131,0.123,0.119,0.11399999999999999,0.101,0.099,0.093,0.093,0.08,0.075,0.074,0.073,0.06999999999999999,0.053000000000000005,0.052000000000000005,0.051000000000000004,0.05,0.05,0.04,0.034,0.034,0.033,0.033,0.03,0.025,0.017,0.017,0.016,0.016,0.016,0.016,0.011,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
