Sample,SAMPLE TYPE ,TEXTURAL GROUP ,SEDIMENT NAME ,MoM_ari_MEAN,MoM_ari_SORTING,MoM_ari_SKEWNESS,MoM_ari_KURTOSIS,MoM_geo_MEAN,MoM_geo_SORTING,MoM_geo_SKEWNESS,MoM_geo_KURTOSIS,MoM_log_MEAN,MoM_log_SORTING,MoM_log_SKEWNESS,MoM_log_KURTOSIS,FW_geo_MEAN,FW_geo_SORTING,FW_geo_SKEWNESS,FW_geo_KURTOSIS,FW_log_MEAN,FW_log_SORTING,FW_log_SKEWNESS,FW_log_KURTOSIS,FW_des_MEAN,FW_des_SORTING,FW_des_SKEWNESS,FW_des_KURTOSIS,MODE 1 (µm),MODE 2 (µm),MODE 3 (µm),MODE 1 (f),MODE 2 (f),MODE 3 (f),D10 (µm),D50 (µm),D90 (µm),(D90 div D10) (µm),(D90 - D10) (µm),(D75 div D25) (µm),(D75 - D25) (µm),D10 (f),D50 (f),D90 (f),(D90 div D10) (f),(D90 - D10) (f),(D75 div D25) (f),(D75 - D25) (f),perc GRAVEL,perc SAND,perc MUD,perc V COARSE GRAVEL,perc COARSE GRAVEL,perc MEDIUM GRAVEL,perc FINE GRAVEL,perc V FINE GRAVEL,perc V COARSE SAND,perc COARSE SAND,perc MEDIUM SAND,perc FINE SAND,perc V FINE SAND,perc V COARSE SILT,perc COARSE SILT,perc MEDIUM SILT,perc FINE SILT,perc V FINE SILT,perc CLAY
Schlei_S1,"Trimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Fine Silt,42.65,88.3,3.885,19.82,12.54,4.889,0.095,2.73,6.318,2.29,-0.095,2.73,12.48,5.12,0.064,1.056,6.324,2.356,-0.064,1.056,Medium Silt,Very Poorly Sorted,Symmetrical,Mesokurtic,6.166,0.599,340.3,7.343,10.71,1.557,1.819,11.53,92.82,51.04,91,8.995,33.99,3.429,6.438,9.103,2.654,5.673,1.673,3.169,0.0,15.7,84.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3.7,3.0,8.2,13.4,14.2,16.3,17.4,12.2,10.8
Schlei_S10,"Unimodal, Poorly Sorted",Slightly Gravelly Sand,Slightly Very Fine Gravelly Fine Sand,277.8,219.9,2.603,14.41,207.8,2.367,-1.472,8.264,2.267,1.243,1.472,8.264,219.9,2.02,-0.034,1.053,2.185,1.014,0.034,1.053,Fine Sand,Poorly Sorted,Symmetrical,Mesokurtic,213.5,,,2.23,,,89.38,220.7,527.4,5.901,438,2.523,211.4,0.923,2.18,3.484,3.775,2.561,1.882,1.335,0.1,95.0,5.0,0.0,0.0,0.0,0.0,0.1,1.4,10.1,31.3,36.7,15.5,1.9,1.0,0.8,0.8,0.5,0.0
Schlei_S10_15cm,"Unimodal, Poorly Sorted",Slightly Gravelly Muddy Sand,Slightly Very Fine Gravelly Very Coarse Silty Medium Sand,269,223.7,2.104,10.76,176.7,3.099,-1.567,6.209,2.501,1.632,1.567,6.209,200.9,2.761,-0.282,1.474,2.316,1.465,0.282,1.474,Fine Sand,Poorly Sorted,Fine Skewed,Leptokurtic,257.2,,,1.96,,,52.31,217,535.4,10.24,483.1,2.997,238.6,0.901,2.204,4.257,4.723,3.356,2.069,1.583,0.0,88.4,11.6,0.0,0.0,0.0,0.0,0.0,1.3,10.6,30.9,30.7,14.8,4.1,2.0,2.0,2.0,1.3,0.3
Schlei_S11,"Bimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,53.97,91.8,4.056,22.58,21.57,4.327,-0.322,2.826,5.535,2.113,0.322,2.826,21.6,4.229,-0.228,0.935,5.533,2.08,0.228,0.935,Coarse Silt,Very Poorly Sorted,Fine Skewed,Mesokurtic,52.68,7.43,,4.248,7.074,,2.958,28.49,102.7,34.73,99.77,8.142,52.64,3.283,5.133,8.401,2.559,5.118,1.745,3.025,0.0,23.5,76.5,0.0,0.0,0.0,0.0,0.0,0.0,1.1,3.4,2.9,16.2,24.1,14.1,12.2,12.3,8.0,5.8
Schlei_S118_15cm,"Unimodal, Poorly Sorted",Sandy Mud,Very Fine Sandy Coarse Silt,27.15,31.01,2.442,10.18,15.65,3.023,-0.253,2.887,5.998,1.596,0.253,2.887,15.77,3.043,-0.067,0.997,5.987,1.605,0.067,0.997,Coarse Silt,Poorly Sorted,Symmetrical,Mesokurtic,20.73,,,5.594,,,3.58,16.67,63.63,17.77,60.05,4.521,26.26,3.974,5.907,8.126,2.045,4.152,1.445,2.177,0.0,10.3,89.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,7.9,17.2,24.8,21.5,14.9,8.0,3.3
Schlei_S12,"Bimodal, Very Poorly Sorted",Slightly Gravelly Muddy Sand,Slightly Very Fine Gravelly Medium Silty Medium Sand,355.8,380.1,2.256,8.482,179,4.494,-1.269,4.203,2.482,2.168,1.269,4.203,176,4.372,-0.422,2.133,2.507,2.128,0.422,2.133,Fine Sand,Very Poorly Sorted,Very Fine Skewed,Very Leptokurtic,282.4,1378.7,,1.826,-0.462,,12.96,257.4,776.6,59.9,763.6,2.822,266.3,0.365,1.958,6.269,17.19,5.905,2.172,1.497,0.4,81.5,18.1,0.0,0.0,0.0,0.0,0.4,7.0,10.7,33.6,26.5,3.7,3.4,3.7,4.1,4.1,2.3,0.6
Schlei_S13,"Bimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,59.68,87.61,5.527,48.07,26.19,4.572,-0.734,3.021,5.255,2.193,0.734,3.021,27.19,4.298,-0.439,0.863,5.201,2.104,0.439,0.863,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,69.69,8.157,,3.844,6.939,,2.895,42.4,120.5,41.61,117.6,8.921,70.65,3.053,4.56,8.432,2.762,5.379,1.865,3.157,0.0,35.5,64.5,0.0,0.0,0.0,0.0,0.0,0.1,0.9,1.1,6.9,26.5,21.9,9.8,9.7,9.6,7.0,6.5
Schlei_S14,"Bimodal, Very Poorly Sorted",Muddy Sand,Very Coarse Silty Medium Sand,213.1,196.7,1.143,4.134,91.86,6.262,-1.517,5.148,3.444,2.647,1.517,5.148,95.57,5.487,-0.508,1.248,3.387,2.456,0.508,1.248,Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,282.4,6.166,,1.826,7.343,,5.405,166.4,490.5,90.74,485.1,6.164,269.3,1.028,2.587,7.531,7.328,6.504,2.603,2.624,0.0,72.6,27.4,0.0,0.0,0.0,0.0,0.0,0.1,9.3,25.8,23.1,14.3,6.8,3.6,4.4,5.0,3.5,4.2
Schlei_S15,"Unimodal, Very Poorly Sorted",Slightly Gravelly Muddy Sand,Slightly Very Fine Gravelly Very Coarse Silty Medium Sand,321.4,300.2,1.93,8.965,154,5.115,-1.251,3.677,2.699,2.355,1.251,3.677,148.2,4.952,-0.573,1.347,2.754,2.308,0.573,1.347,Fine Sand,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,340.3,,,1.557,,,8.916,275.1,655.9,73.56,647,4.974,350.2,0.608,1.862,6.809,11.19,6.201,2.945,2.314,0.1,76.7,23.2,0.0,0.0,0.0,0.0,0.1,3.2,15.6,35.8,18.3,3.7,4.9,4.4,4.9,4.8,3.0,1.3
Schlei_S16,"Trimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,51.93,94.2,3.845,20.65,18.82,4.337,0.022,2.557,5.731,2.117,-0.022,2.557,18.36,4.381,-0.02,0.92,5.768,2.131,0.02,0.92,Coarse Silt,Very Poorly Sorted,Symmetrical,Mesokurtic,47.99,7.43,340.3,4.383,7.074,1.557,2.829,19.71,111.3,39.34,108.5,8.761,47.96,3.168,5.665,8.465,2.672,5.298,1.744,3.131,0.0,21.2,78.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.9,3.9,12.4,18.6,15.0,14.9,15.0,9.9,5.4
Schlei_S17,"Unimodal, Poorly Sorted",Slightly Gravelly Sand,Slightly Very Fine Gravelly Medium Sand,475.2,312.5,1.254,5.533,329.8,3.235,-2.345,8.999,1.6,1.694,2.345,8.999,406.9,2.615,-0.306,2.201,1.297,1.387,0.306,2.201,Medium Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,410.1,,,1.288,,,159.8,415.5,878.6,5.498,718.8,2.24,341.3,0.187,1.267,2.646,14.17,2.459,2.668,1.164,0.1,91.8,8.1,0.0,0.0,0.0,0.0,0.1,6.4,31.1,41.7,12.0,0.6,1.4,1.4,2.0,1.9,1.1,0.2
Schlei_S18,"Bimodal, Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,30.16,30.45,1.431,4.931,16.18,3.517,-0.454,2.5,5.95,1.814,0.454,2.5,16.77,3.525,-0.164,0.804,5.898,1.817,0.164,0.804,Coarse Silt,Poorly Sorted,Fine Skewed,Platykurtic,47.99,8.157,,4.383,6.939,,2.893,19.03,74.07,25.6,71.17,7.249,39.4,3.755,5.715,8.433,2.246,4.678,1.642,2.858,0.0,14.8,85.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,13.6,22.1,17.7,15.6,14.8,9.8,5.2
Schlei_S18_15cm,"Bimodal, Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,35.25,50.97,7.819,101.6,19.03,3.279,-0.315,2.649,5.716,1.713,0.315,2.649,19.42,3.239,-0.17,0.813,5.686,1.695,0.17,0.813,Coarse Silt,Poorly Sorted,Fine Skewed,Platykurtic,47.99,9.83,,4.383,6.67,,3.751,21.99,77.15,20.57,73.4,6.298,41.43,3.696,5.507,8.058,2.18,4.362,1.611,2.655,0.0,16.5,83.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,1.2,14.6,24.1,17.5,17.0,14.4,7.7,2.9
Schlei_S19,"Unimodal, Moderately Well Sorted",Slightly Gravelly Sand,Slightly Very Fine Gravelly Fine Sand,214.3,139.3,5.286,54.6,183.8,1.815,-1.64,12.56,2.444,0.86,1.64,12.56,188.4,1.612,0.007,0.976,2.408,0.689,-0.007,0.976,Fine Sand,Moderately Well Sorted,Symmetrical,Mesokurtic,177.1,,,2.499,,,102,187.8,348.3,3.416,246.4,1.928,125.8,1.521,2.413,3.294,2.165,1.772,1.489,0.947,0.0,98.3,1.7,0.0,0.0,0.0,0.0,0.0,0.5,1.3,26.1,52.2,18.2,0.2,0.4,0.6,0.4,0.1,0.0
Schlei_S1_15cm,"Bimodal, Poorly Sorted",Sandy Mud,Very Fine Sandy Medium Silt,30.52,54.19,7.529,88.32,13.89,3.658,-0.108,2.745,6.17,1.871,0.108,2.745,14.26,3.617,0.013,0.85,6.132,1.855,-0.013,0.85,Medium Silt,Poorly Sorted,Symmetrical,Platykurtic,9.83,52.68,,6.67,4.248,,2.681,13.66,73.63,27.46,70.95,6.912,32.76,3.764,6.194,8.543,2.27,4.779,1.593,2.789,0.0,13.7,86.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,1.7,11.2,15.9,16.8,19.4,17.5,10.9,5.9
Schlei_S2,"Unimodal, Poorly Sorted",Slightly Gravelly Muddy Sand,Slightly Very Fine Gravelly Very Coarse Silty Medium Sand,280,197.9,1.545,9.872,181.1,3.497,-1.82,6.033,2.465,1.806,1.82,6.033,215.7,2.944,-0.457,1.981,2.213,1.558,0.457,1.981,Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,282.4,,,1.826,,,28.75,256.7,519.6,18.07,490.8,2.487,227.2,0.945,1.962,5.12,5.421,4.176,1.942,1.315,0.0,86.0,14.0,0.0,0.0,0.0,0.0,0.0,0.5,11.0,40.1,28.1,6.2,3.6,2.5,2.8,2.8,1.8,0.4
Schlei_S20,"Unimodal, Poorly Sorted",Muddy Sand,Very Coarse Silty Very Fine Sand,104.5,69.31,0.291,2.527,57.12,5.379,-2.227,8.077,4.13,2.427,2.227,8.077,63.59,3.857,-0.621,1.954,3.975,1.947,0.621,1.954,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,133.9,,,2.902,,,4.907,102.7,197.8,40.31,192.9,2.723,95.24,2.338,3.284,7.671,3.281,5.333,1.529,1.445,0.0,72.2,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,34.8,34.9,8.2,3.2,3.7,4.2,3.5,5.1
Schlei_S21,"Trimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,38.29,71.65,5.093,35.01,14.23,4.547,-0.275,2.798,6.135,2.185,0.275,2.798,14.68,4.454,-0.111,0.901,6.09,2.155,0.111,0.901,Medium Silt,Very Poorly Sorted,Fine Skewed,Mesokurtic,52.68,7.43,0.545,4.248,7.074,10.84,2.084,15.32,83.4,40.03,81.32,9.233,41.52,3.584,6.028,8.907,2.485,5.323,1.725,3.207,0.0,17.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.7,1.7,12.9,18.1,14.5,15.3,15.4,10.4,9.3
Schlei_S22,"Unimodal, Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,43.95,31.4,0.916,3.643,31.34,2.553,-0.875,3.316,4.996,1.352,0.875,3.316,32.41,2.54,-0.316,1.051,4.948,1.345,0.316,1.051,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Mesokurtic,52.68,,,4.248,,,7.77,38.47,87.49,11.26,79.72,3.336,43.64,3.515,4.7,7.008,1.994,3.493,1.434,1.738,0.0,24.8,75.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,23.0,34.3,19.7,11.1,6.5,3.0,0.6
Schlei_S23,"Bimodal, Poorly Sorted",Mud,Medium Silt,25.19,53.91,7.219,65.93,10.91,3.659,-0.096,3.065,6.518,1.872,0.096,3.065,11.12,3.573,-0.056,0.936,6.49,1.837,0.056,0.936,Medium Silt,Poorly Sorted,Symmetrical,Mesokurtic,8.157,0.657,,6.939,10.57,,2.137,11.23,53.01,24.81,50.87,6.165,23.58,4.238,6.476,8.87,2.093,4.633,1.509,2.624,0.0,7.1,92.9,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.2,5.6,15.1,18.7,19.3,18.5,12.4,8.8
Schlei_S24,"Bimodal, Very Poorly Sorted",Slightly Gravelly Sandy Mud,Slightly Very Fine Gravelly Fine Sandy Fine Silt,147.3,224.3,3.308,19.69,43.26,5.978,-0.106,1.777,4.531,2.58,0.106,1.777,43.73,6.141,-0.107,0.688,4.515,2.618,0.107,0.688,Very Coarse Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,234.3,6.768,,2.095,7.209,,3.829,50.42,402.4,105.1,398.6,24.01,200.6,1.313,4.31,8.029,6.113,6.716,3.032,4.586,0.1,47.7,52.3,0.0,0.0,0.0,0.0,0.1,1.1,5.0,14.5,16.0,11.0,7.3,9.8,12.3,12.6,8.1,2.2
Schlei_S25,"Unimodal, Poorly Sorted",Mud,Coarse Silt,28.51,44.01,12.54,258.6,17.23,2.763,-0.135,2.91,5.859,1.466,0.135,2.91,17.29,2.791,-0.089,0.977,5.854,1.481,0.089,0.977,Coarse Silt,Poorly Sorted,Symmetrical,Mesokurtic,22.76,,,5.459,,,4.29,18.31,61.28,14.29,56.99,4.077,26.63,4.028,5.771,7.865,1.952,3.837,1.42,2.027,0.0,9.6,90.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.3,8.1,19.7,26.7,21.7,13.7,7.0,1.6
Schlei_S26,"Bimodal, Very Poorly Sorted",Slightly Gravelly Muddy Sand,Slightly Very Fine Gravelly Fine Silty Medium Sand,303.8,330.9,2.069,8.841,121.3,5.894,-0.922,2.772,3.043,2.559,0.922,2.772,112.1,6.157,-0.519,1.012,3.157,2.622,0.519,1.012,Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,340.3,5.617,,1.557,7.478,,5.863,225.1,683.9,116.6,678,9.65,383.2,0.548,2.151,7.414,13.53,6.866,3.668,3.271,0.2,72.4,27.4,0.0,0.0,0.0,0.0,0.2,3.9,15.1,27.1,18.7,7.7,4.6,4.5,5.5,6.6,4.6,1.6
Schlei_S27,"Unimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,38.21,69.65,6.656,59.99,16.45,4.268,-0.613,3.313,5.926,2.093,0.613,3.313,17.22,4.037,-0.304,0.936,5.86,2.013,0.304,0.936,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,43.72,,,4.517,,,2.345,22.15,76.92,32.81,74.58,7.424,40.99,3.7,5.497,8.736,2.361,5.036,1.657,2.892,0.0,15.7,84.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,1.1,12.8,24.0,18.5,13.1,11.9,8.5,8.2
Schlei_S29,"Unimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,47.36,88.13,5.945,49.94,17.01,5.21,-0.67,3.495,5.877,2.381,0.67,3.495,18.29,4.909,-0.234,0.948,5.773,2.295,0.234,0.948,Coarse Silt,Very Poorly Sorted,Fine Skewed,Mesokurtic,63.49,,,3.979,,,2.088,21.81,103.4,49.51,101.3,9.896,53.19,3.274,5.519,8.904,2.719,5.63,1.811,3.307,0.0,23.4,76.6,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.9,4.4,16.9,18.7,14.6,13.3,12.2,8.3,9.4
Schlei_S2_15cm,"Unimodal, Poorly Sorted",Slightly Gravelly Muddy Sand,Slightly Very Fine Gravelly Medium Silty Medium Sand,294.3,223.2,2.399,15.33,188.9,3.515,-1.793,5.858,2.404,1.814,1.793,5.858,235.6,2.801,-0.425,2.141,2.085,1.486,0.425,2.141,Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,282.4,,,1.826,,,23.9,265.6,528.7,22.12,504.8,2.325,220.4,0.919,1.912,5.387,5.859,4.468,1.888,1.217,0.1,86.4,13.6,0.0,0.0,0.0,0.0,0.1,1.1,10.9,41.9,28.2,4.2,2.6,2.6,3.4,3.1,1.6,0.2
Schlei_S3,"Bimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Medium Silt,38.22,72.32,4.163,24.38,14.16,4.028,0.207,2.739,6.142,2.01,-0.207,2.739,14.05,4.005,0.128,0.921,6.153,2.002,-0.128,0.921,Medium Silt,Very Poorly Sorted,Coarse Skewed,Mesokurtic,7.43,257.2,,7.074,1.96,,2.645,12.54,89.65,33.89,87,7.35,32.97,3.48,6.318,8.562,2.461,5.083,1.611,2.878,0.0,15.7,84.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.6,3.6,9.1,13.3,15.4,19.0,18.9,12.0,5.8
Schlei_S30,"Polymodal, Very Poorly Sorted",Slightly Gravelly Sandy Mud,Slightly Very Fine Gravelly Very Fine Sandy Fine Silt,152.6,302.7,3.653,18.05,35.91,6.305,0.047,2.057,4.799,2.657,-0.047,2.057,36.26,6.393,-0.102,0.797,4.786,2.676,0.102,0.797,Very Coarse Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,101.2,5.617,450.2,3.306,7.478,1.153,3.311,44.73,421.9,127.4,418.6,19.45,129.1,1.245,4.482,8.238,6.617,6.993,2.488,4.282,0.2,44.9,54.9,0.0,0.0,0.0,0.0,0.2,2.9,5.1,7.0,12.0,18.0,8.5,8.3,10.9,14.4,8.8,4.0
Schlei_S31,"Unimodal, Poorly Sorted",Slightly Gravelly Muddy Sand,Slightly Very Fine Gravelly Very Coarse Silty Fine Sand,190.4,213.4,4.127,27.28,105.2,4.003,-1.52,5.707,3.249,2.001,1.52,5.707,115,3.409,-0.455,1.629,3.121,1.769,0.455,1.629,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,177.1,,,2.499,,,13.46,152,348.9,25.92,335.4,3.156,162.9,1.519,2.718,6.215,4.091,4.696,1.802,1.658,0.1,77.9,22.0,0.0,0.0,0.0,0.0,0.1,1.5,2.5,18.5,37.1,18.3,6.8,4.5,3.4,3.2,2.2,1.9
Schlei_S32,"Bimodal, Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,62.72,72.51,4.365,32.93,34.07,3.727,-0.949,3.596,4.875,1.898,0.949,3.596,34.11,3.575,-0.436,1.069,4.873,1.838,0.436,1.069,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Mesokurtic,69.69,8.954,,3.844,6.805,,4.505,49.46,123.9,27.51,119.4,4.893,66.36,3.013,4.338,7.794,2.587,4.782,1.639,2.291,0.0,39.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.1,8.0,29.3,26.4,10.6,7.9,7.4,5.1,3.5
Schlei_S4,"Unimodal, Poorly Sorted",Slightly Gravelly Muddy Sand,Slightly Very Fine Gravelly Fine Silty Fine Sand,311.8,310.7,2.572,11.09,192.2,3.294,-1.496,6.247,2.379,1.72,1.496,6.247,223.5,2.877,-0.173,1.883,2.162,1.525,0.173,1.883,Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic,213.5,,,2.23,,,57.53,223.6,640.9,11.14,583.3,2.637,226.7,0.642,2.161,4.12,6.418,3.478,1.962,1.399,0.2,89.5,10.3,0.0,0.0,0.0,0.0,0.2,4.4,10.3,28.7,35.2,10.8,2.2,2.2,2.0,2.2,1.4,0.3
Schlei_S4_15cm,"Unimodal, Poorly Sorted",Slightly Gravelly Muddy Sand,Slightly Very Fine Gravelly Medium Silty Fine Sand,213.1,205.2,2.953,18.32,120.4,3.836,-1.232,3.975,3.054,1.94,1.232,3.975,120,3.713,-0.476,1.641,3.059,1.893,0.476,1.641,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,194.4,,,2.364,,,12.08,175.1,421,34.86,408.9,3.11,189.3,1.248,2.514,6.372,5.105,5.124,1.889,1.637,0.0,79.3,20.7,0.0,0.0,0.0,0.0,0.0,1.1,5.3,24.1,35.3,13.5,4.1,4.8,4.9,4.2,2.3,0.4
Schlei_S5,"Unimodal, Moderately Sorted",Slightly Gravelly Sand,Slightly Very Fine Gravelly Medium Sand,333.9,229.9,2.651,15.88,260.5,2.311,-1.997,10.12,1.941,1.208,1.997,10.12,282.7,1.921,-0.178,1.289,1.823,0.942,0.178,1.289,Medium Sand,Moderately Sorted,Fine Skewed,Leptokurtic,310,,,1.691,,,121.5,291.5,574.6,4.731,453.2,2.149,224.5,0.799,1.778,3.041,3.805,2.242,1.882,1.104,0.1,94.9,5.0,0.0,0.0,0.0,0.0,0.1,1.5,14.0,45.1,28.9,5.5,2.0,1.0,0.9,0.8,0.4,0.0
Schlei_S6,"Bimodal, Very Poorly Sorted",Slightly Gravelly Sandy Mud,Slightly Very Fine Gravelly Very Fine Sandy Very Coarse Silt,55.65,129.7,6.863,65.34,18.3,4.889,-0.337,3.205,5.772,2.289,0.337,3.205,18.65,4.351,-0.188,0.834,5.745,2.121,0.188,0.834,Coarse Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,57.83,7.43,,4.114,7.074,,2.468,22.76,100.5,40.7,97.99,9.85,52.3,3.315,5.457,8.662,2.613,5.347,1.804,3.3,0.0,22.7,77.3,0.0,0.0,0.0,0.0,0.0,0.4,1.4,1.8,3.0,16.0,20.8,13.0,12.9,13.5,9.9,7.3
Schlei_S7,"Bimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,43.47,53.58,2.906,17.82,18.45,4.689,-0.58,2.662,5.76,2.229,0.58,2.662,19.64,4.659,-0.269,0.862,5.67,2.22,0.269,0.862,Coarse Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,63.49,7.43,,3.979,7.074,,2.236,25.01,105.6,47.24,103.4,10.48,57.82,3.243,5.322,8.805,2.715,5.562,1.854,3.389,0.0,25.8,74.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,5.6,19.2,19.8,12.6,12.3,12.3,8.6,8.7
Schlei_S8,"Unimodal, Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,41.78,64.9,3.879,23.27,18.16,3.899,-0.136,2.598,5.783,1.963,0.136,2.598,18.19,3.903,-0.06,0.892,5.781,1.965,0.06,0.892,Coarse Silt,Poorly Sorted,Symmetrical,Platykurtic,39.82,,,4.652,,,2.982,19.32,98.27,32.95,95.28,7.383,43.15,3.347,5.694,8.389,2.506,5.042,1.667,2.884,0.0,19.3,80.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,4.6,12.5,18.3,17.7,16.5,14.0,9.1,5.1
